 104 208 156 182 2 1 58 0
 520 182 572 156 2 1 58 0
 494 156 520 182 1 1 36 0
 494 156 546 143 1 1 53 0
 546 143 520 182 1 1 46 0
 416 273 442 273 1 1 26 0
 416 273 416 312 3 1 39 0
 442 273 442 312 3 1 39 0
 156 182 208 156 2 1 58 0
 208 156 260 156 2 1 52 0
 260 156 312 182 2 1 58 0
 312 182 364 208 2 1 58 0
 364 208 416 208 2 1 52 0
 416 208 468 208 2 1 52 0
 468 208 520 182 2 1 58 0
 221 117 247 117 3 1 26 0
 208 156 221 117 1 1 41 0
 247 117 260 156 1 1 41 0
 221 117 260 156 1 1 55 0
 299 130 260 156 1 1 46 0
 299 130 312 182 1 1 53 0
 169 130 156 182 1 1 53 0
 169 130 208 156 1 1 46 0
 299 130 351 156 1 1 58 0
 351 156 312 182 1 1 46 0
 351 156 364 208 1 1 53 0
 351 156 390 169 1 1 41 0
 390 169 364 208 1 1 46 0
 390 169 416 208 1 1 46 0
 390 169 442 169 1 1 52 0
 442 169 416 208 1 1 46 0
 442 169 468 208 1 1 46 0
 442 169 494 156 1 1 53 0
 494 156 468 208 1 1 58 0
 455 234 442 273 3 1 41 0
 416 208 403 234 3 1 29 0
 364 208 403 234 3 1 46 0
 403 234 416 273 3 1 41 0
 416 273 442 312 3 1 46 0
 247 117 299 130 3 1 53 0
 247 117 208 156 1 1 55 0
 416 208 455 234 1 1 46 0
 403 234 442 273 1 1 55 0
 403 234 455 234 1 1 52 0
 546 143 572 156 3 1 29 0
 117 156 104 208 3 1 53 0
 117 156 169 130 3 1 58 0
 117 156 156 182 1 1 46 0
 169 130 221 117 3 1 53 0
 468 208 455 234 3 1 29 0
