 136 136 204 170 2 1 58 0
 204 170 272 204 2 1 58 0
 272 204 340 221 2 1 53 0
 340 221 408 238 2 1 53 0
 408 238 476 255 2 1 53 0
 476 255 544 272 2 1 53 0
 136 136 170 204 1 1 58 0
 170 204 238 238 1 1 58 0
 238 238 306 255 1 1 53 0
 306 255 374 272 1 1 53 0
 374 272 442 289 1 1 53 0
 476 255 442 289 1 1 36 0
 442 289 408 238 1 1 46 0
 374 272 340 221 1 1 46 0
 340 221 306 255 1 1 36 0
 306 255 272 204 1 1 46 0
 272 204 238 238 1 1 36 0
 238 238 204 170 1 1 58 0
 204 170 170 204 1 1 36 0
 408 238 374 272 3 1 36 0
 442 289 510 306 1 1 53 0
 510 306 544 272 1 1 36 0
 476 255 510 306 1 1 46 0
 374 272 340 340 3 1 58 0
 306 255 323 306 1 1 40 0
 323 306 340 340 1 1 29 0
 323 306 374 272 1 1 46 0
