 152 209 228 190 2 1 53 0
 228 190 304 171 2 1 53 0
 304 171 380 152 2 1 53 0
 380 152 456 133 2 1 53 0
 456 133 532 95 2 1 57 0
 152 209 190 247 1 1 36 0
 190 247 266 228 1 1 53 0
 266 228 342 209 1 1 53 0
 342 209 418 190 1 1 53 0
 456 133 418 190 1 1 46 0
 418 190 380 152 1 1 36 0
 380 152 342 209 1 1 46 0
 342 209 304 171 1 1 36 0
 304 171 266 228 1 1 46 0
 266 228 228 190 1 1 36 0
 228 190 190 247 1 1 46 0
 342 209 399 266 1 1 54 0
 399 266 418 190 1 1 53 0
 190 247 247 304 1 1 54 0
 247 304 266 228 1 1 53 0
 247 304 247 342 3 1 26 0
 418 190 494 152 1 1 57 0
 494 152 532 95 1 1 46 0
 494 152 456 133 1 1 28 0
 399 266 399 323 1 1 39 0
