 120 255 165 225 2 1 46 0
 165 225 210 195 2 1 46 0
 210 195 255 165 2 1 46 0
 255 165 300 135 2 1 46 0
 300 135 360 135 2 1 52 0
 360 135 405 165 2 1 46 0
 405 165 450 195 2 1 46 0
 450 195 495 225 2 1 46 0
 495 225 540 255 2 1 46 0
 120 255 180 270 1 1 52 0
 180 270 225 240 1 1 46 0
 180 270 165 225 1 1 40 0
 165 225 225 240 1 1 52 0
 210 195 255 195 1 1 39 0
 210 195 225 150 1 1 40 0
 225 150 270 105 1 1 54 0
 270 105 330 90 1 1 52 0
 330 90 300 135 1 1 46 0
 300 135 270 105 1 1 36 0
 270 105 255 165 1 1 52 0
 255 165 225 150 1 1 28 0
 330 90 360 135 1 1 46 0
 330 90 390 105 1 1 52 0
 390 105 360 135 1 1 36 0
 390 105 405 165 1 1 52 0
 390 105 435 150 1 1 54 0
 435 150 405 165 1 1 28 0
 435 150 450 195 1 1 40 0
 450 195 405 195 1 1 39 0
 435 240 480 270 1 1 46 0
 480 270 495 225 1 1 40 0
 495 225 435 240 1 1 52 0
 480 270 540 255 1 1 52 0
 180 270 225 330 3 1 65 0
 225 240 225 330 3 1 78 0
 435 240 435 330 3 1 78 0
 435 330 480 270 3 1 65 0
 210 195 225 240 3 1 40 0
 225 240 255 195 3 1 46 0
 405 195 435 240 3 1 46 0
 435 240 450 195 3 1 40 0
 255 165 255 195 3 1 26 0
 405 165 405 195 3 1 26 0
