 120 180 180 165 2 1 52 0
 180 165 240 150 2 1 52 0
 240 150 300 135 2 1 52 0
 300 135 360 135 2 1 52 0
 360 135 420 150 2 1 52 0
 420 150 480 165 2 1 52 0
 480 165 540 180 2 1 52 0
 120 180 165 210 1 1 46 0
 165 210 225 195 1 1 52 0
 225 195 270 165 1 1 46 0
 270 165 300 135 1 1 36 0
 270 165 240 150 1 1 28 0
 240 150 225 195 1 1 40 0
 225 195 180 165 1 1 46 0
 180 165 165 210 1 1 40 0
 240 150 270 105 1 1 46 0
 270 105 330 90 1 1 52 0
 330 90 300 135 1 1 46 0
 300 135 270 105 1 1 36 0
 330 90 360 135 1 1 46 0
 330 90 390 105 1 1 52 0
 390 105 360 135 1 1 36 0
 390 105 420 150 1 1 46 0
 360 135 390 165 1 1 36 0
 390 165 420 150 1 1 28 0
 390 165 435 195 1 1 46 0
 435 195 420 150 1 1 40 0
 435 195 495 210 1 1 52 0
 495 210 540 180 1 1 46 0
 495 210 480 165 1 1 40 0
 480 165 435 195 1 1 46 0
 165 210 195 240 1 1 36 0
 255 210 225 195 1 1 28 0
 225 195 195 240 1 1 46 0
 195 240 255 210 1 1 58 0
 195 240 240 270 1 1 46 0
 240 270 210 270 1 1 26 0
 465 240 495 210 1 1 36 0
 435 195 465 240 1 1 46 0
 465 240 420 270 1 1 46 0
 450 270 420 270 1 1 26 0
 435 195 405 210 1 1 28 0
 405 210 465 240 1 1 58 0
 195 240 210 270 3 1 28 0
 465 240 450 270 3 1 28 0
 210 270 225 330 3 1 52 0
 450 270 435 330 3 1 52 0
 240 270 225 330 3 1 52 0
 420 270 435 330 3 1 52 0
 255 210 240 270 3 1 52 0
 405 210 420 270 3 1 52 0
 270 165 255 210 3 1 40 0
 390 165 405 210 3 1 40 0
