 104 208 156 208 2 1 52 0
 156 208 208 208 2 1 52 0
 208 208 260 208 2 1 52 0
 260 208 312 208 2 1 52 0
 312 208 364 195 2 1 53 0
 364 195 416 182 2 1 53 0
 416 182 468 169 2 1 53 0
 468 169 520 156 2 1 53 0
 520 156 572 156 2 1 52 0
 182 247 234 247 1 1 52 0
 130 234 156 208 1 1 36 0
 182 247 156 208 1 1 46 0
 182 247 208 208 1 1 46 0
 208 208 234 247 1 1 46 0
 234 247 260 208 1 1 46 0
 286 273 312 312 3 1 46 0
 338 312 364 260 3 1 58 0
 260 208 299 247 1 1 55 0
 299 247 286 273 1 1 29 0
 299 247 312 208 1 1 41 0
 299 247 351 234 1 1 53 0
 403 221 364 195 1 1 46 0
 351 234 312 208 1 1 46 0
 364 195 390 156 1 1 46 0
 390 156 442 130 1 1 58 0
 416 182 390 156 1 1 36 0
 442 130 416 182 1 1 58 0
 442 130 494 117 1 1 53 0
 494 117 468 169 1 1 58 0
 468 169 442 130 1 1 46 0
 494 117 520 156 1 1 46 0
 494 117 546 117 1 1 52 0
 546 117 520 156 1 1 46 0
 546 117 572 156 1 1 46 0
 364 260 403 221 3 1 55 0
 286 273 325 273 1 1 39 0
 325 273 312 312 1 1 41 0
 325 273 338 312 1 1 41 0
 325 273 299 247 1 1 36 0
 325 273 351 234 1 1 46 0
 325 273 364 260 1 1 41 0
 104 208 130 234 3 1 36 0
 130 234 182 247 3 1 53 0
 260 208 286 273 3 1 70 0
 364 195 364 260 3 1 65 0
 364 195 351 234 1 1 41 0
 351 234 364 260 1 1 29 0
 234 247 286 273 3 1 58 0
 416 182 403 221 3 1 41 0
